rank,company,revenue ($ millions),profit ($ millions)
1,Exxon Mobil,48630.8,2641.0
2,General Motors,47181.0,2902.8
3,Ford Motor,28839.6,983.1
4,Texaco,26451.9,869.7
5,Mobil,26062.6,942.5
6,ChevronTexaco,19434.1,880.1
7,Gulf Oil,16451.0,816.0
8,Intl. Business Machines,16304.3,2398.1
9,General Electric,15697.3,930.6
10,Chrysler,15537.8,422.6
11,ITT Industries,11764.1,494.5
12,Amoco,11532.0,893.0
13,Shell Oil,9230.0,705.8
14,U.S. Steel,8604.2,410.3
15,Atlantic Richfield,8462.5,575.2
16,DuPont,8361.0,459.3
17,Conoco,7957.6,460.0
18,AT&T Technologies,6930.9,217.4
19,Procter & Gamble,6512.7,401.1
20,Tenneco Automotive,6389.2,383.5
21,Union Carbide,6345.7,441.2
22,CBS,6145.2,223.2
23,Goodyear Tire & Rubber,5791.5,122.0
24,ConocoPhillips,5697.5,411.7
25,Dow Chemical,5652.1,612.8
26,Occidental Petroleum,5525.5,183.7
27,Navistar International,5488.1,174.1
28,Eastman Kodak,5438.2,650.6
29,Sunoco,5387.1,356.2
30,Unocal,5350.7,268.8
31,RCA,5328.5,177.4
32,Esmark,5300.6,82.5
33,Bethlehem Steel,5248.0,168.0
34,Rockwell Automation,5220.1,123.4
35,United Technologies,5166.3,157.4
36,Caterpillar,5042.3,383.2
37,Kraft,4976.6,135.7
38,Beatrice,4690.6,153.1
39,LTV,4496.9,30.7
40,Xerox,4403.9,358.9
41,Nabisco Group Holdings,4291.1,353.9
42,Monsanto,4270.2,366.3
43,Ashland,4086.8,136.0
44,General Foods,3978.3,150.4
45,Citgo Petroleum,3964.6,217.0
46,Firestone Tire & Rubber,3939.1,96.0
47,Boeing,3918.5,102.9
48,Amerada Hess,3914.6,152.6
49,Greyhound,3727.3,77.1
50,Sealed Air,3615.2,131.9
51,McDonnell Douglas,3543.7,108.9
52,International Paper,3540.6,253.6
53,3M,3514.3,338.5
54,Colgate-Palmolive,3511.5,149.2
55,Marathon Oil,3488.4,195.8
56,Continental Group,3458.2,118.3
57,Gulf & Western Industries,3395.6,200.2
58,Ralston Purina,3393.8,125.9
59,Borden Chemical,3381.1,112.8
60,Litton Industries,3365.4,28.3
61,Lockheed Martin,3202.7,38.7
62,Sperry,3202.6,145.3
63,ARMCO,3151.0,123.7
