rank,company,revenue ($ millions),profit ($ millions)
1,General Motors,125126.0,-1985.7
2,Exxon Mobil,105885.0,5010.0
3,Ford Motor,98274.7,860.1
4,Intl. Business Machines,69018.0,6020.0
5,Mobil,58770.0,1929.0
6,General Electric,58414.0,4303.0
7,Altria Group,44323.0,3540.0
8,Texaco,41235.0,1450.0
9,DuPont,39839.0,2310.0
10,ChevronTexaco,39262.0,2157.0
11,Chrysler,30868.0,68.0
12,Amoco,28277.0,1913.0
13,Boeing,27595.0,1385.0
14,Shell Oil,24423.0,1036.0
15,Procter & Gamble,24376.0,1602.0
16,Occidental Petroleum,21947.0,-1695.0
17,United Technologies,21783.2,750.6
18,Dow Chemical,20005.0,1384.0
19,Marathon Oil,19462.0,818.0
20,Eastman Kodak,19075.0,703.0
21,Atlantic Richfield,18819.0,2011.0
22,Xerox,18382.0,243.0
23,PepsiCo,17802.7,1076.9
24,McDonnell Douglas,16351.0,306.0
25,ConAgra Foods,15517.7,231.7
26,Tenneco Automotive,14893.0,561.0
27,ConocoPhillips,13939.0,779.0
28,Nabisco Group Holdings,13879.0,-429.0
29,Hewlett-Packard,13233.0,739.0
30,Digital Equipment,13084.5,74.4
31,3M,13021.0,1308.0
32,International Paper,12960.0,569.0
33,CBS,12915.0,268.0
34,Georgia-Pacific,12665.0,365.0
35,Rockwell Automation,12442.5,624.3
36,Honeywell Intl.,12396.0,462.0
37,Sunoco,11909.0,229.0
38,Sara Lee,11652.0,470.3
39,Caterpillar,11540.0,210.0
40,Goodyear Tire & Rubber,11453.1,-38.3
41,Johnson & Johnson,11232.0,1143.0
42,Motorola,10885.0,499.0
43,Alcoa,10865.1,295.2
44,Anheuser-Busch,10750.6,842.4
45,Unocal,10740.0,401.0
46,Bristol-Myers Squibb,10509.0,1748.0
47,Coca-Cola,10406.3,1381.9
48,General Dynamics,10182.0,-578.0
49,Unisys,10111.3,-436.7
50,Lockheed Martin,9977.0,335.0
51,Coastal,9593.1,225.6
52,Raytheon,9362.3,557.3
53,Monsanto,9047.0,546.0
54,Weyerhaeuser,9024.3,393.7
55,Unilever U.S.,8680.1,3.9
56,Ashland,8554.4,182.1
57,Fortune Brands,8270.3,596.0
58,TRW,8169.0,208.0
59,Baxter International,8148.0,40.0
60,Textron,7917.6,283.0
61,Archer Daniels Midland,7893.5,483.5
62,Deere,7881.0,411.1
63,Merck,7824.1,1781.2
64,Borden Chemical,7632.8,363.6
65,Union Carbide,7621.0,308.0
66,Emerson Electric,7573.4,613.2
67,Ralston Purina,7133.2,396.3
68,Amerada Hess,7081.1,482.7
69,Honeywell,6985.2,381.9
70,Wyeth,6917.2,1230.6
71,Sealed Air,6774.7,202.8
72,Whirlpool,6647.0,72.0
73,Texas Instruments,6604.0,-39.0
74,Pfizer,6599.7,801.2
75,Hanson Industries NA,6558.3,456.4
76,Lyondell Chemical,6508.0,356.0
77,General Mills,6486.7,381.4
78,Kimberly-Clark,6447.9,432.1
79,NCR,6395.0,369.0
80,LTV,6229.3,70.9
81,Campbell Soup,6223.4,4.4
82,Cooper Industries,6222.2,361.4
83,Abbott Laboratories,6210.3,965.8
84,Martin Marietta,6142.7,327.6
85,North American Philips,6119.0,-645.7
86,PPG Industries,6118.4,474.8
87,H.J. Heinz,6112.4,504.5
88,Reynolds Metals,6075.7,296.6
89,Bayer Corporation,5903.7,149.2
90,Hoechst Celanese,5881.0,201.0
91,Bestfoods,5800.4,373.9
92,Stone Container,5770.4,95.4
93,Quaker Oats,5744.2,169.0
94,Colgate-Palmolive,5740.2,321.0
95,Apple Computer,5558.4,474.9
96,Northrop Grumman,5492.6,210.4
97,Fort James,5422.7,78.2
98,Scott Paper,5390.9,148.0
99,BASF,5381.2,N.A.
100,Litton Industries,5273.0,178.8
101,Dana,5225.5,75.6
102,Kellogg,5199.2,502.8
103,Eli Lilly,5191.6,1127.3
104,Champion International,5159.0,222.6
105,Level 3 Communications,5092.0,80.0
106,Bethlehem Steel,4929.1,-463.5
107,Black & Decker,4876.9,51.1
108,American Cyanamid,4821.5,352.8
109,Mead,4796.1,38.5
110,Warner-Lambert,4769.1,484.9
111,Dresser Industries,4528.1,184.4
112,Johnson Controls,4515.3,92.4
113,Gillette,4394.0,367.9
114,Chiquita Brands Intl.,4304.3,93.9
115,Beatrice,4279.0,55.0
116,Levi Strauss,4247.1,251.2
117,Whitman,4230.7,19.3
