rank,company,revenue ($ millions),profit ($ millions)
1,Exxon Mobil,79106.5,4295.2
2,General Motors,66311.2,2892.7
3,Mobil,44720.9,2007.2
4,Ford Motor,43513.7,1169.3
5,Texaco,38350.4,1759.1
6,ChevronTexaco,29947.6,1784.7
7,Gulf Oil,23910.0,1322.0
8,Intl. Business Machines,22862.8,3011.3
9,General Electric,22460.6,1408.8
10,Amoco,18610.3,1506.6
11,ITT Industries,17197.4,380.7
12,Atlantic Richfield,16234.0,1165.9
13,Shell Oil,14431.2,1125.6
14,U.S. Steel,12929.1,-293.0
15,Conoco,12648.0,815.4
16,DuPont,12571.8,938.9
17,Chrysler,12001.9,-1097.3
18,Tenneco Automotive,11209.0,571.0
19,AT&T Technologies,10964.1,635.9
20,Sunoco,10666.0,699.9
21,Occidental Petroleum,9554.8,561.6
22,ConocoPhillips,9502.8,891.1
23,Procter & Gamble,9329.3,577.3
24,Dow Chemical,9255.4,783.9
25,Union Carbide,9176.5,556.2
26,United Technologies,9053.4,325.6
27,Navistar International,8392.0,369.6
28,Goodyear Tire & Rubber,8238.7,146.2
29,Boeing,8131.0,505.4
30,Eastman Kodak,8028.2,1000.8
31,LTV,7996.8,173.5
32,BP America,7916.0,1186.1
33,Caterpillar,7613.2,491.6
34,Unocal,7567.7,500.6
35,Beatrice,7468.4,261.0
36,RCA,7454.6,283.8
37,CBS,7332.0,-73.9
38,Bethlehem Steel,7137.2,275.7
39,Nabisco Group Holdings,7133.1,550.9
40,Xerox,7027.0,563.1
41,Amerada Hess,6769.9,507.1
42,Esmark,6743.2,92.4
43,Marathon Oil,6680.6,323.2
44,Ashland,6473.9,526.3
45,Rockwell Automation,6466.1,261.1
46,Kraft,6432.9,188.1
47,Citgo Petroleum,6276.5,347.5
48,Monsanto,6192.6,331.0
49,Altria Group,6144.1,507.9
50,General Foods,5472.5,232.1
51,3M,5440.4,655.2
52,Gulf & Western Industries,5288.2,227.4
53,Firestone Tire & Rubber,5284.2,112.9
54,McDonnell Douglas,5278.5,199.1
55,Sealed Air,5266.6,222.6
56,Georgia-Pacific,5207.0,327.0
57,PepsiCo,5090.6,264.9
58,ARMCO,5035.1,221.0
59,Coca-Cola,4961.4,420.1
60,Deere,4933.1,310.6
61,Colgate-Palmolive,4831.5,113.5
62,Getty Oil,4831.0,604.4
63,Alcoa,4785.6,504.6
64,Sara Lee,4720.3,111.4
65,Greyhound,4700.1,123.0
66,International Paper,4605.0,525.3
67,Ralston Purina,4600.6,128.1
68,TRW,4560.3,194.6
69,Honeywell Intl.,4538.8,10.8
70,American Can,4515.0,127.3
71,Weyerhaeuser,4422.7,512.2
72,Continental Group,4369.7,189.2
73,Borden Chemical,4312.5,134.0
74,Charter,4249.7,365.3
75,Signal Companies,4241.2,203.7
76,National Intergroup,4234.5,126.5
77,Iowa Beef Processors,4216.4,42.7
78,Johnson & Johnson,4211.6,352.1
79,Honeywell,4209.5,260.5
80,Sperry,4179.3,224.1
81,Litton Industries,4086.4,188.9
82,Lockheed Martin,4069.8,56.5
83,General Dynamics,4059.6,185.2
84,Union Pacific,3989.5,382.5
85,Republic Steel,3987.4,121.2
86,Champion International,3907.9,247.1
87,Farmland Industries,3835.7,N.A.
88,Bendix,3828.7,162.6
89,Fortune Brands,3772.2,347.3
90,General Mills,3745.0,147.0
91,Whitman,3734.6,173.7
92,Raytheon,3727.9,197.2
93,Bestfoods,3698.7,178.7
94,CBS,3670.4,200.7
95,Ryerson Tull,3635.2,131.1
96,Owens-Illinois,3504.3,133.5
97,Chiquita Brands Intl.,3470.2,21.4
98,Dresser Industries,3457.4,228.0
99,Wyeth,3401.3,396.0
100,Textron,3393.0,169.8
101,Eaton,3359.9,154.1
102,FMC,3307.5,151.6
103,Reynolds Metals,3305.2,177.1
104,Texas Instruments,3224.1,172.9
105,Warner-Lambert,3217.2,123.3
106,American Cyanamid,3187.0,168.5
107,Celanese,3146.0,141.0
108,McDermott,3144.6,93.0
109,American Motors,3117.0,83.9
110,PPG Industries,3091.8,218.9
111,NCR,3002.6,234.6
112,Goodrich,2988.1,82.6
113,Kaisertech,2926.5,232.2
114,OfficeMax,2916.6,174.9
115,AMAX,2865.4,365.3
116,Carnation,2825.5,138.0
117,Crown Zellerbach,2804.1,133.5
118,Unisys,2785.5,305.5
119,Anheuser-Busch,2775.9,196.4
120,Dana,2761.1,164.2
121,Combustion Engineering,2757.5,97.6
122,Bristol-Myers Squibb,2752.8,231.5
123,Pfizer,2746.0,237.9
124,BorgWarner,2717.4,155.6
125,Motorola,2713.8,154.3
126,Teledyne,2705.6,372.0
127,Norton Simon,2705.4,124.2
128,Kerr-McGee,2683.5,160.0
129,Burlington Industries Equity,2676.3,76.2
130,Emerson Electric,2614.1,201.0
131,Standard Brands,2613.3,86.4
132,Singer,2598.1,-92.3
133,Fruit of the Loom,2579.0,172.2
134,Uniroyal,2574.6,-120.5
135,Mead,2569.5,141.0
136,Ingersoll-Rand,2542.1,149.3
137,Time Warner,2504.1,143.9
138,St. Regis,2498.4,158.5
139,H.J. Heinz,2470.9,110.4
140,Fruehauf,2451.3,88.7
141,Central Soya,2448.1,33.6
142,Land O'Lakes,2442.7,N.A.
143,Kennecott,2433.6,130.4
144,American Standard,2431.6,132.2
145,North American Philips,2409.0,81.7
146,Dart Industries,2403.3,171.7
147,Merck,2384.6,381.8
148,Avon Products,2377.5,250.7
149,Nabisco Brands,2362.0,99.8
150,Hewlett-Packard,2361.0,203.0
151,Maxus Energy,2356.9,178.1
152,Hercules,2345.4,172.5
153,Archer Daniels Midland,2297.8,56.4
154,GenCorp,2294.9,81.7
155,Kidde,2284.1,84.1
156,Manville,2276.4,114.6
157,Whirlpool,2261.2,110.9
158,Campbell Soup,2248.7,132.7
159,Control Data,2248.6,124.2
160,Owens Corning,2245.2,109.3
161,Ogden,2241.4,57.5
162,Kimberly-Clark,2218.4,314.4
163,Eli Lilly,2205.8,329.5
164,Pillsbury,2166.0,83.5
165,Coltec Industries,2140.5,111.4
166,NL Industries,2124.1,111.9
167,Levi Strauss,2103.1,191.5
168,Martin Marietta,2060.8,178.0
169,American Broadcasting,2053.6,159.3
170,Pennzoil,2051.7,238.5
171,Agway,2049.1,N.A.
172,Gould,2023.9,105.9
173,White Consolidated Industries,2010.1,75.7
174,Gillette,1984.7,110.6
175,Allis-Chalmers,1972.7,81.4
176,Quaker Oats,1966.3,99.2
177,Walter Industries,1931.7,98.0
178,Tosco,1922.2,79.6
179,Scott Paper,1908.1,137.1
180,Paccar,1882.7,120.1
181,Furniture Brands Intl.,1851.5,92.6
182,Williams,1850.0,69.5
183,Kellogg,1846.6,162.6
184,J.P. Stevens,1833.1,47.7
185,Marmon Group,1828.9,71.9
186,Koppers,1828.3,86.5
187,Digital Equipment,1804.1,178.4
188,Squibb,1782.9,123.7
189,Olin,1778.1,71.2
190,McGraw-Edison,1777.1,72.7
191,Quantum Chemical,1772.6,135.8
192,Cummins,1770.8,57.9
193,Safety-Kleen,1753.7,47.4
194,Clark Equipment,1731.7,106.1
195,Asarco,1724.2,259.1
196,Revlon,1718.0,152.7
197,Abbott Laboratories,1683.2,179.0
198,Ethyl,1657.0,97.5
199,Warner Communications,1648.0,200.7
200,Gold Kist Holdings,1639.8,N.A.
201,Times Mirror,1638.5,146.5
202,Rohm & Haas,1590.5,102.8
203,FINA,1587.2,83.2
204,Northrop Grumman,1582.5,90.3
205,Emhart,1573.5,53.7
206,Crane,1573.2,55.0
207,Murphy Oil,1568.9,103.6
208,Allegheny International,1568.9,71.5
209,Chromalloy American,1536.5,50.6
210,Stauffer Chemical,1526.2,136.0
211,USG,1525.4,123.5
212,Pharmacia,1508.0,149.5
213,Sterling Drug,1500.7,111.6
214,Anderson Clayton,1489.9,48.8
215,Evans Products,1481.6,62.4
216,Grumman,1476.0,19.6
217,Imcera Group,1474.7,128.8
218,AMF,1438.4,52.6
219,Staley Continental,1434.9,23.6
220,Schering-Plough,1434.0,222.3
221,Corning,1421.6,124.9
222,Hormel Foods,1414.0,30.6
223,Crown Holdings,1402.4,70.4
224,Oscar Mayer,1396.7,42.3
225,Cooper Industries,1394.8,111.8
226,Union Camp,1389.0,151.2
227,J.E. Seagram,1374.8,118.3
228,Polaroid,1361.5,36.1
229,US Pharmaceuticals,1351.2,233.8
230,General Signal,1342.8,83.2
231,Armstrong Holdings,1341.1,66.0
232,Reliance Electric,1340.3,67.9
233,Lear Siegler,1327.7,63.3
234,Sunbeam/Oster,1322.6,47.8
235,Heublein,1303.4,68.1
236,Louisiana-Pacific,1301.9,106.4
237,Diamond International,1283.4,61.7
238,Timken,1282.1,102.1
239,Phelps Dodge,1280.8,110.8
240,U.S. Industries,1273.8,51.2
241,MCA,1266.1,178.7
242,Brunswick,1257.3,51.4
243,Wheeling Pittsburgh,1242.3,49.7
244,Air Products & Chem.,1229.9,97.5
245,Westvaco,1224.2,77.9
246,Commonwealth Oil Refining,1213.6,81.3
247,GAF,1213.2,28.2
248,White Motor,1211.0,12.9
249,Aeroquip-Vickers,1208.1,58.1
250,Black & Decker,1205.1,94.4
251,Sherwin-Williams,1196.3,18.0
252,Baxter International,1191.2,111.9
253,Chesebrough-Pond's,1174.3,82.6
254,Premcor,1169.2,77.4
255,Baker Hughes,1168.8,99.4
256,Hershey Foods,1161.3,53.5
