rank,company,revenue ($ millions),profit ($ millions)
1,General Motors,20734.0,2125.6
2,Ford Motor,11536.8,703.0
3,Exxon Mobil,11471.5,1035.7
4,General Electric,6213.6,355.1
5,Chrysler,5299.9,233.4
6,Mobil,4907.5,320.1
7,U.S. Steel,4399.6,275.5
8,Texaco,3779.4,636.7
9,Intl. Business Machines,3572.8,476.9
10,Gulf Oil,3384.7,427.2
11,AT&T Technologies,3362.1,168.3
12,DuPont,3020.8,407.2
13,Esmark,2751.0,16.4
14,Bethlehem Steel,2579.4,150.0
15,Shell Oil,2562.2,234.0
16,Amoco,2472.0,219.3
17,ChevronTexaco,2442.5,391.2
18,CBS,2389.9,106.9
19,Navistar International,2336.7,100.6
20,Goodyear Tire & Rubber,2226.3,109.2
21,Union Carbide,2063.9,226.9
22,Armour,2061.7,18.2
23,Procter & Gamble,2058.6,133.2
24,RCA,2042.0,101.2
25,General Telephone & Electronics,2035.6,166.8
26,Boeing,2023.0,78.3
27,Kraft,2017.3,69.9
28,Rockwell Automation,2010.5,45.8
29,Lockheed Martin,1814.1,53.7
30,ITT Industries,1782.9,76.1
31,Firestone Tire & Rubber,1609.8,86.7
32,General Foods,1478.1,86.3
33,General Dynamics,1472.8,49.3
34,Monsanto,1468.1,123.0
35,Eastman Kodak,1463.5,247.6
36,ConocoPhillips,1450.7,127.7
37,Conoco,1449.7,96.2
38,United Technologies,1429.7,49.0
39,Caterpillar,1405.3,158.5
40,Borden Chemical,1385.5,50.9
41,Republic Steel,1374.5,77.3
42,Burlington Industries Equity,1313.3,68.6
43,International Paper,1303.7,88.5
44,Sinclair Oil,1275.5,76.7
45,American Can,1265.1,62.1
46,Sperry,1247.6,22.0
47,Unocal,1234.0,119.2
48,Continental Group,1225.6,59.2
49,Uniroyal,1225.5,37.2
50,Citgo Petroleum,1200.8,104.1
51,ARMCO,1188.5,93.5
52,Dow Chemical,1176.2,108.1
53,Alcoa,1165.6,75.6
54,Honeywell Intl.,1121.3,84.3
55,National Intergroup,1107.2,87.5
56,Tenneco Automotive,1037.9,95.3
57,McDonnell Douglas,1007.8,32.0
58,Nabisco Group Holdings,1004.0,133.4
59,Sealed Air,1003.1,45.3
60,3M,1000.3,116.4
61,Anaconda,993.9,79.5
62,Jones & Laughlin Steel,992.7,53.3
63,American Motors,990.6,5.2
64,Goodrich,980.1,40.7
65,Singer,979.8,44.5
66,Bestfoods,978.5,54.7
67,Ryerson Tull,967.6,68.4
68,Ralston Purina,954.8,29.5
69,GenCorp,949.7,42.6
70,FMC,929.0,57.7
71,Sunoco,925.2,84.8
72,Litton Industries,915.6,39.8
73,PPG Industries,897.5,58.1
74,Deere,886.6,55.8
75,Olin,874.2,50.5
76,Coca-Cola,864.0,75.7
77,American Cyanamid,863.0,93.1
78,Celanese,862.3,65.0
79,Colgate-Palmolive,862.1,28.0
80,Grumman,852.0,20.9
81,Textron,851.0,29.1
82,Owens-Illinois,825.8,67.2
83,Wilson,815.2,9.2
84,BorgWarner,815.1,45.4
85,Youngstown Sheet & Tube,768.9,51.6
86,Douglas Aircraft,766.8,14.6
87,J.P. Stevens,760.0,29.4
88,NL Industries,758.3,58.7
89,Bendix,754.4,28.2
90,Wyeth,751.0,76.5
91,Reynolds Metals,739.8,52.6
92,NCR,736.8,24.7
93,Weyerhaeuser,721.4,83.4
94,Allis-Chalmers,714.4,22.1
95,Campbell Soup,712.8,51.4
96,Crown Zellerbach,712.7,47.4
97,Fortune Brands,707.2,80.5
98,Tidewater Oil,706.3,57.2
99,Genesco,705.2,18.9
100,Eaton,701.7,34.9
101,Honeywell,700.4,37.5
102,Morrell (John),690.6,-0.3
103,Atlantic Richfield,687.7,66.2
104,Beatrice,681.4,18.0
105,Signal Companies,670.5,28.3
106,Kennecott,666.2,102.0
107,TRW,664.5,29.0
108,Pullman,654.4,20.6
109,White Motor,638.2,22.4
110,Standard Brands,637.6,25.4
111,St. Regis,635.2,39.3
112,Whirlpool,630.7,35.9
113,Nabisco Brands,627.3,38.4
114,Asarco,614.5,56.2
115,Martin Marietta,603.1,30.5
116,BP America,581.6,49.7
117,Kimberly-Clark,577.4,35.0
118,Kaisertech,576.5,37.2
119,Georgia-Pacific,575.0,46.1
120,United Merchants & Mfrs.,559.7,18.5
121,General Mills,559.0,20.4
122,American Standard,552.6,18.4
123,Marathon Oil,549.4,60.1
124,Mead,547.9,20.6
125,Pfizer,542.6,53.4
126,Kaiser Industries,540.4,-8.5
127,Carnation,539.9,20.5
128,Hercules,532.4,42.6
129,Continental Baking,524.9,10.0
130,H.J. Heinz,519.6,16.7
131,Motorola,517.0,31.8
132,PepsiCo,509.9,33.2
133,Rockwell-Standard,506.8,33.3
134,Ogden,503.6,8.0
135,Quantum Chemical,498.5,31.3
136,Raytheon,487.8,11.0
137,Sunray DX Oil,482.6,38.6
138,Babcock & Wilcox,481.6,29.4
139,Manville,480.2,34.1
140,Hygrade Food Products,477.4,1.0
141,AMAX,475.0,60.1
142,Zenith Electronics,470.5,33.6
143,Central Soya,467.4,9.5
144,Quaker Oats,461.3,16.3
145,Scott Paper,461.0,47.3
146,Phelps Dodge,460.0,66.6
147,Altria Group,459.6,26.5
148,Unisys,456.7,17.5
149,Lever Brothers,456.3,15.3
150,McGraw-Edison,455.3,31.9
151,Pet,453.3,33.5
152,Champion International,448.7,18.8
153,Ashland,447.7,31.6
154,Norton Simon,445.6,12.0
155,Otis Elevator,444.6,8.9
156,Pillsbury,443.4,10.4
157,Avco,443.2,24.4
158,Hormel Foods,441.6,4.4
159,Ingersoll-Rand,437.6,44.3
160,Texas Instruments,436.4,24.8
161,Johnson & Johnson,431.0,31.1
162,Amstar,430.7,16.4
163,Del Monte Foods,430.1,19.5
164,Champion Papers,428.2,18.3
