rank,company,revenue ($ millions),profit ($ millions)
1,General Motors,132774.9,-23498.3
2,Exxon Mobil,103547.0,4770.0
3,Ford Motor,100785.6,-7385.0
4,Intl. Business Machines,65096.0,-4965.0
5,General Electric,62202.0,4725.0
6,Mobil,57389.0,862.0
7,Altria Group,50157.0,4939.0
8,ChevronTexaco,38523.0,1569.0
9,DuPont,37386.0,-3927.0
10,Texaco,37130.0,712.0
11,Chrysler,36897.0,723.0
12,Boeing,30414.0,552.0
13,Procter & Gamble,29890.0,1872.0
14,Amoco,25543.0,-74.0
15,PepsiCo,22083.7,374.3
16,United Technologies,22032.0,-287.0
17,ConAgra Foods,21219.0,372.4
18,Shell Oil,21160.0,-190.0
19,Eastman Kodak,20577.0,1146.0
20,Dow Chemical,19080.0,-489.0
21,Xerox,18089.0,-1020.0
22,Atlantic Richfield,18061.0,801.0
23,McDonnell Douglas,17513.0,-781.0
24,Hewlett-Packard,16427.0,549.0
25,Marathon Oil,16186.0,-1826.0
26,Nabisco Group Holdings,15734.0,299.0
27,Digital Equipment,14027.0,-2795.5
28,3M,13883.0,1233.0
29,Johnson & Johnson,13846.0,1030.0
30,Tenneco Automotive,13606.0,-1323.0
31,International Paper,13600.0,86.0
32,Motorola,13341.0,453.0
33,Sara Lee,13321.0,761.0
34,Coca-Cola,13238.0,1664.0
35,CBS,12100.0,-1291.0
36,Honeywell Intl.,12089.0,-712.0
37,ConocoPhillips,12037.0,180.0
38,Goodyear Tire & Rubber,11923.6,-658.6
39,Georgia-Pacific,11847.0,-124.0
40,Bristol-Myers Squibb,11805.0,1962.0
41,Anheuser-Busch,11400.8,917.5
42,IBP,11129.7,63.6
43,Rockwell Automation,10995.1,-1036.0
44,Caterpillar,10194.0,-2435.0
45,Lockheed Martin,10138.0,-283.0
46,Coastal,10062.9,-126.8
47,Merck,9800.8,1984.2
48,Ashland,9595.8,-335.7
49,Alcoa,9588.4,-1139.2
50,Archer Daniels Midland,9344.1,503.8
51,Weyerhaeuser,9259.9,372.0
52,Unilever U.S.,9216.8,260.5
53,Citgo Petroleum,9173.5,33.2
54,Raytheon,9118.9,635.1
55,Unocal,8948.0,220.0
56,Occidental Petroleum,8940.0,-591.0
57,Fortune Brands,8840.3,883.8
58,General Dynamics,8731.0,815.0
59,Sunoco,8685.0,-559.0
60,Monsanto,8485.0,-88.0
61,Baxter International,8471.0,441.0
62,Unisys,8421.9,361.2
63,Textron,8347.5,-355.4
64,TRW,8311.0,-156.0
65,Hanson Industries NA,8288.3,551.0
66,Abbott Laboratories,7894.2,1239.1
67,Wyeth,7873.7,1460.8
68,General Mills,7795.5,495.6
69,Ralston Purina,7768.0,313.2
70,Emerson Electric,7706.0,662.9
71,Texas Instruments,7470.0,247.0
72,Pfizer,7414.8,810.9
73,Whirlpool,7309.4,205.0
74,Borden Chemical,7142.6,-439.6
75,Kimberly-Clark,7091.1,135.0
76,Apple Computer,7086.5,530.4
77,Hoechst Celanese,7044.0,-7.0
78,Colgate-Palmolive,7035.3,477.0
79,Deere,6960.7,37.4
80,H.J. Heinz,6628.5,638.3
81,Bestfoods,6599.0,223.8
82,Bayer Corporation,6499.0,69.8
83,Sealed Air,6329.6,-294.5
84,Eli Lilly,6282.3,708.7
85,Campbell Soup,6278.5,490.5
86,Honeywell,6254.0,246.8
87,Kellogg,6190.6,431.2
88,Union Carbide,6167.0,-175.0
89,Cooper Industries,6158.5,-228.7
90,North American Philips,6138.0,49.8
91,Intel,5985.4,1066.5
92,Amerada Hess,5970.4,7.5
93,Martin Marietta,5970.1,345.4
94,PPG Industries,5857.7,319.4
95,Litton Industries,5741.4,174.4
96,Reynolds Metals,5620.3,-748.8
97,Warner-Lambert,5597.6,644.0
98,Quaker Oats,5586.0,247.6
99,Levi Strauss,5570.3,360.8
100,Northrop Grumman,5550.0,121.0
101,Stone Container,5533.0,-170.5
102,LTV,5425.3,598.7
103,American Cyanamid,5267.5,395.1
104,Gillette,5190.1,513.4
105,Johnson Controls,5164.7,123.0
106,Coca-Cola Enterprises,5127.0,-186.0
107,BASF,5042.4,-116.1
108,Dana,5036.1,-382.0
109,Champion International,4950.3,-440.4
110,Scott Paper,4886.2,167.2
111,Lyondell Chemical,4815.0,16.0
112,Black & Decker,4790.4,-333.6
113,Fort James,4747.6,-427.3
114,Mead,4725.2,71.6
115,Chiquita Brands Intl.,4534.1,-284.0
116,Dresser Industries,4282.8,-365.5
117,R.R. Donnelley & Sons,4193.1,234.7
118,Tyson Foods,4169.7,160.5
119,Compaq Computer,4132.2,213.2
120,J.E. Seagram,4130.0,437.0
121,Rhone-Poulenc Rorer,4116.3,438.3
122,Eaton,4109.0,-128.0
123,Schering-Plough,4094.2,720.4
124,Bethlehem Steel,4012.8,-449.3
125,FMC,3992.4,-75.7
