rank,company,revenue ($ millions),profit ($ millions)
1,General Motors,18752.4,609.1
2,Exxon Mobil,16554.2,1309.5
3,Ford Motor,14979.9,515.7
4,General Electric,8726.7,328.5
5,Intl. Business Machines,7504.0,1017.5
6,Mobil,7260.5,482.7
7,Chrysler,6999.7,-7.6
8,ITT Industries,6364.5,353.3
9,Texaco,6349.8,822.0
10,AT&T Technologies,5856.2,253.4
11,Gulf Oil,5396.2,550.4
12,U.S. Steel,4814.4,147.5
13,CBS,4313.4,127.0
14,ChevronTexaco,4187.8,454.8
15,LTV,3771.7,-69.6
16,Amoco,3732.8,314.0
17,Boeing,3677.1,22.1
18,DuPont,3618.4,328.7
19,Shell Oil,3589.5,237.2
20,General Telephone & Electronics,3439.2,208.2
21,RCA,3291.9,91.7
22,Goodyear Tire & Rubber,3194.6,129.2
23,Esmark,3076.4,29.0
24,Union Carbide,3026.3,157.3
25,Procter & Gamble,2978.8,211.9
26,Bethlehem Steel,2935.4,90.1
27,Eastman Kodak,2784.6,403.7
28,Kraft,2751.1,82.0
29,Greyhound,2740.0,55.5
30,Atlantic Richfield,2738.5,205.6
31,Conoco,2711.8,160.5
32,Navistar International,2711.5,52.4
33,Lockheed Martin,2535.0,N.A.
34,Tenneco Automotive,2524.7,157.8
35,Rockwell Automation,2410.8,64.7
36,Litton Industries,2404.3,68.8
37,United Technologies,2348.9,45.3
38,Firestone Tire & Rubber,2334.7,92.8
39,ConocoPhillips,2273.1,117.2
40,Occidental Petroleum,2240.2,175.2
41,General Dynamics,2223.6,-6.5
42,Caterpillar,2127.8,143.8
43,Singer,2125.1,75.1
44,McDonnell Douglas,2088.2,92.6
45,General Foods,2045.4,99.3
46,Continental Group,2036.5,76.4
47,Monsanto,1971.6,66.5
48,Sunoco,1941.9,139.1
49,Honeywell,1921.2,61.6
50,Sealed Air,1917.6,30.2
51,Dow Chemical,1911.1,103.4
52,International Paper,1840.8,42.9
53,American Can,1838.1,65.9
54,Borden Chemical,1827.3,53.0
55,Rapid-American,1827.1,20.7
56,Burlington Industries Equity,1821.5,71.4
57,Unocal,1811.2,114.5
58,Nabisco Group Holdings,1786.0,201.9
59,Sperry,1755.4,81.0
60,Xerox,1718.6,187.7
