rank,company,revenue ($ millions),profit ($ millions)
1,General Motors,133621.9,2465.8
2,Ford Motor,108521.0,2529.0
3,Exxon Mobil,97825.0,5280.0
4,Intl. Business Machines,62716.0,-8101.0
5,General Electric,60823.0,4315.0
6,Mobil,56576.0,2084.0
7,Altria Group,50621.0,3091.0
8,Chrysler,43600.0,-2551.0
9,Texaco,34359.0,1068.0
10,DuPont,32621.0,555.0
11,ChevronTexaco,32123.0,1265.0
12,Procter & Gamble,30433.0,-656.0
13,Amoco,25336.0,1820.0
14,Boeing,25285.0,1244.0
15,PepsiCo,25020.7,1587.9
16,ConAgra Foods,21519.1,270.3
17,Shell Oil,20853.0,781.0
18,United Technologies,20736.0,487.0
19,Hewlett-Packard,20317.0,1177.0
20,Eastman Kodak,20059.0,-1515.0
21,Dow Chemical,18060.0,644.0
22,Atlantic Richfield,17189.0,269.0
23,Motorola,16963.0,1022.0
24,Marathon Oil,16844.0,-259.0
25,Nabisco Group Holdings,15104.0,-145.0
26,Xerox,14981.0,-126.0
27,Sara Lee,14580.0,704.0
28,McDonnell Douglas,14487.0,396.0
29,Digital Equipment,14371.4,-251.3
30,Johnson & Johnson,14138.0,1787.0
31,3M,14020.0,1263.0
32,Coca-Cola,13957.0,2176.0
33,International Paper,13685.0,289.0
34,Tenneco Automotive,13255.0,426.0
35,Lockheed Martin,13071.0,422.0
36,Georgia-Pacific,12330.0,-34.0
37,ConocoPhillips,12309.0,243.0
38,Honeywell Intl.,11827.0,411.0
39,IBP,11671.4,90.1
40,Goodyear Tire & Rubber,11643.4,387.8
41,Caterpillar,11615.0,652.0
42,CBS,11564.0,-326.0
43,Anheuser-Busch,11505.3,594.5
44,Bristol-Myers Squibb,11413.0,1959.0
45,Rockwell Automation,10840.0,561.9
46,Merck,10498.2,2166.2
47,Coastal,10136.1,115.1
48,Archer Daniels Midland,9811.4,567.5
49,Ashland,9553.9,142.2
50,Weyerhaeuser,9544.8,579.3
51,Martin Marietta,9435.7,20.9
52,Raytheon,9201.2,693.0
53,Citgo Petroleum,9107.4,162.1
54,Alcoa,9055.9,4.8
55,Baxter International,8879.0,-198.0
56,Intel,8782.0,2295.0
57,Textron,8668.5,379.1
58,Texas Instruments,8523.0,472.0
59,Abbott Laboratories,8407.8,1399.1
60,Wyeth,8304.9,1469.3
61,Fortune Brands,8287.5,469.8
62,Emerson Electric,8173.8,708.1
63,General Mills,8134.6,506.1
64,Occidental Petroleum,8116.0,283.0
65,Hanson Industries NA,8111.5,758.6
66,Unocal,8077.0,213.0
67,Apple Computer,7977.0,86.6
68,TRW,7947.9,195.4
69,Ralston Purina,7902.2,122.6
70,Monsanto,7902.0,494.0
71,Unisys,7742.5,565.4
72,Deere,7693.8,-920.9
73,Whirlpool,7533.0,51.0
74,Pfizer,7477.7,657.5
75,Sunoco,7297.0,288.0
76,Compaq Computer,7191.0,462.0
77,Colgate-Palmolive,7141.3,189.9
78,H.J. Heinz,7103.4,396.3
79,Kimberly-Clark,6972.9,510.9
80,Hoechst Celanese,6899.0,101.0
81,Bestfoods,6738.0,454.5
82,Borden Chemical,6700.0,-630.7
