rank,company,revenue ($ millions),profit ($ millions)
1,General Motors,20026.3,1627.3
2,Exxon Mobil,13266.0,1232.3
3,Ford Motor,10515.7,84.1
4,General Electric,7741.2,361.4
5,Chrysler,6213.4,200.4
6,Mobil,5771.8,385.4
7,Intl. Business Machines,5345.3,651.5
8,Texaco,5121.4,754.4
9,Gulf Oil,4202.1,578.3
10,U.S. Steel,4005.5,172.5
11,AT&T Technologies,3717.5,153.0
12,ChevronTexaco,3297.8,421.7
13,DuPont,3102.0,313.9
14,Shell Oil,3073.2,284.8
15,RCA,3014.1,147.5
16,McDonnell Douglas,2933.8,0.9
17,Amoco,2918.1,282.2
18,CBS,2900.7,122.5
19,Boeing,2879.7,83.9
20,Esmark,2834.7,26.7
21,ITT Industries,2760.6,122.8
22,Goodyear Tire & Rubber,2637.7,127.1
23,General Telephone & Electronics,2622.2,222.0
24,Bethlehem Steel,2594.1,130.4
25,Union Carbide,2545.6,170.7
26,Navistar International,2541.9,93.0
27,Procter & Gamble,2438.7,174.1
28,Rockwell Automation,2438.5,68.3
29,Eastman Kodak,2391.5,352.3
30,Lockheed Martin,2335.5,54.4
31,Kraft,2318.6,76.1
32,General Dynamics,2253.3,57.0
33,United Technologies,2212.3,57.3
34,Armour,2156.7,22.3
35,Conoco,2082.8,149.0
36,ConocoPhillips,1981.6,164.0
37,Firestone Tire & Rubber,1875.4,102.3
38,LTV,1833.3,34.0
39,Tenneco Automotive,1777.7,138.5
40,General Foods,1651.6,98.8
41,Monsanto,1632.4,104.4
42,Borden Chemical,1588.4,55.3
43,Sealed Air,1576.3,51.5
44,Litton Industries,1561.5,70.1
45,American Can,1521.8,60.5
46,Sperry,1487.1,53.9
47,Sinclair Oil,1483.1,95.4
48,Caterpillar,1472.5,106.4
49,Textron,1446.0,61.5
50,International Paper,1414.5,88.8
51,Unocal,1412.2,145.0
52,Continental Group,1397.6,78.1
53,Dow Chemical,1382.7,130.9
54,Citgo Petroleum,1374.9,127.8
55,Burlington Industries Equity,1364.6,58.2
56,Alcoa,1360.8,107.4
57,Signal Companies,1321.7,49.1
58,FMC,1313.0,60.8
59,Atlantic Richfield,1276.8,130.0
60,Ralston Purina,1275.2,29.9
61,Bendix,1274.0,43.7
62,Republic Steel,1266.3,75.2
63,Uniroyal,1264.7,33.0
64,Honeywell Intl.,1243.4,73.3
65,3M,1231.1,147.1
66,Nabisco Group Holdings,1214.9,151.0
67,Sunoco,1151.7,108.6
68,ARMCO,1138.1,70.6
69,Singer,1137.7,50.2
70,Celanese,1110.0,59.3
71,Raytheon,1106.0,28.6
72,Sara Lee,1089.8,29.5
73,Deere,1086.4,57.6
74,Bestfoods,1072.9,51.2
75,Champion International,1049.7,36.1
76,Anaconda,1047.8,94.3
77,Honeywell,1044.9,42.3
78,Coca-Cola,1043.1,100.5
79,Getty Oil,1041.5,118.2
80,TRW,1040.9,42.8
81,Colgate-Palmolive,1025.4,33.5
82,National Intergroup,1017.6,69.6
83,Goodrich,1006.2,35.2
84,Avco,997.0,74.6
85,Ryerson Tull,991.9,54.0
86,Wyeth,987.3,104.1
87,Grumman,968.6,21.5
88,Owens-Illinois,961.7,45.3
89,NCR,955.5,35.3
90,GenCorp,954.5,32.1
91,Fortune Brands,952.8,89.2
92,BorgWarner,952.0,43.2
93,PPG Industries,942.9,43.5
94,American Cyanamid,937.1,70.3
95,Beatrice,909.6,30.3
96,Jones & Laughlin Steel,903.6,35.8
97,Olin,901.1,54.0
98,Weyerhaeuser,886.6,60.3
99,Carnation,879.2,31.8
100,Genesco,872.1,25.2
101,Chiquita Brands Intl.,840.7,7.4
102,Occidental Petroleum,825.7,45.5
103,Allis-Chalmers,821.8,5.0
104,Ogden,815.2,20.1
105,Georgia-Pacific,812.7,56.5
106,Ashland,804.9,44.5
107,Reynolds Metals,804.0,52.3
108,Campbell Soup,798.7,48.3
109,J.P. Stevens,794.2,21.9
110,Kaiser Industries,794.1,71.2
111,Crown Zellerbach,791.1,46.7
112,Standard Brands,780.7,31.8
113,American Motors,778.0,-75.8
114,Whirlpool,773.7,33.3
115,Kaisertech,771.6,54.1
116,White Motor,769.8,28.9
117,OfficeMax,769.2,28.4
118,Studebaker-Worthington,764.1,34.2
119,Nabisco Brands,763.6,42.3
120,Pullman,757.4,21.3
121,NL Industries,752.6,54.3
122,Eaton,750.7,31.8
123,Bristol-Myers Squibb,730.1,52.0
124,Youngstown Sheet & Tube,724.7,39.8
125,St. Regis,721.8,30.3
126,Xerox,701.4,97.3
127,Martin Marietta,695.6,36.6
128,Marathon Oil,695.6,73.9
129,H.J. Heinz,690.9,21.5
130,Combustion Engineering,688.6,21.1
131,Kimberly-Clark,687.6,42.9
132,PepsiCo,665.3,39.2
133,Warner-Lambert,656.8,51.6
134,Zenith Electronics,653.9,41.0
135,Gulf & Western Industries,644.9,46.2
136,Hercules,642.6,46.7
137,Safety-Kleen,640.1,23.6
138,Pfizer,637.8,58.3
139,Mead,633.1,20.5
140,Motorola,630.0,18.8
141,Babcock & Wilcox,624.7,33.2
142,Scott Paper,623.4,48.3
143,BP America,621.8,63.9
144,Continental Baking,621.0,14.7
145,United Merchants & Mfrs.,607.0,15.1
146,General Mills,602.5,28.5
147,American Standard,599.8,13.3
148,Altria Group,588.6,43.6
149,Sunray DX Oil,582.8,54.5
150,Central Soya,578.0,9.2
151,Squibb,577.9,40.1
152,Texas Instruments,568.5,22.9
153,McGraw-Edison,555.6,35.6
154,Quaker Oats,555.1,19.7
155,Anheuser-Busch,554.9,36.2
156,Unisys,550.6,34.8
157,Hormel Foods,548.8,8.7
158,Dresser Industries,542.2,31.1
159,Furniture Brands Intl.,536.2,18.6
160,Glen Alden,534.7,17.6
161,Dart Industries,531.6,31.1
162,Quantum Chemical,528.9,42.3
163,Merck,528.1,89.3
164,Pillsbury,525.8,12.1
165,Norton Simon,523.6,10.5
166,GAF,520.9,19.0
167,Johnson & Johnson,514.8,41.2
168,Del Monte Foods,514.0,27.3
169,Dana,512.8,32.1
170,Asarco,511.2,63.8
171,Manville,510.4,32.6
172,Phelps Dodge,509.8,50.4
173,Iowa Beef Processors,507.9,6.3
174,Pet,506.3,30.4
175,Agway,500.6,0.6
176,Clark Equipment,489.5,23.2
177,Kennecott,489.3,111.1
178,Ingersoll-Rand,480.7,51.4
179,AMAX,478.3,56.3
180,Avon Products,474.8,65.4
181,Northrop Grumman,469.4,12.6
182,Ethyl,468.9,29.7
183,Walter Industries,468.1,11.3
184,AMF,466.1,23.5
185,Magnavox,464.3,30.8
186,Container Corp. of America,463.1,34.0
187,General Precision Equipment,461.6,18.8
188,Armstrong Holdings,460.3,27.3
189,Budd,457.2,20.0
190,Amstar,451.1,11.5
191,Teledyne,451.1,21.7
192,Sterling Drug,448.9,44.2
193,Koppers,448.1,14.0
194,Kellogg,447.1,40.8
195,Lever Brothers,440.3,8.7
196,Collins Radio,439.0,12.1
197,Carrier,438.5,21.9
198,Corning,435.3,50.0
199,Gillette,428.4,56.6
200,Hess Oil & Chemical,426.1,20.1
201,J.E. Seagram,425.4,23.2
202,Kerr-McGee,423.8,34.4
203,Stauffer Chemical,423.8,30.7
204,Kidde,423.7,17.7
205,Allegheny International,416.1,24.6
206,BOC,413.1,12.7
207,Maxus Energy,411.2,35.3
208,Foster Wheeler,410.6,5.7
209,Eli Lilly,408.4,53.7
210,Eltra,406.2,21.3
211,Diamond International,405.4,31.1
212,Crane,403.4,10.2
213,Lear Siegler,402.3,13.9
214,Oscar Mayer,401.9,9.6
215,Sherwin-Williams,401.7,18.1
216,Kaiser Steel,401.1,33.2
217,Emerson Electric,395.2,30.2
218,Cerro,393.0,33.4
219,Ryan Aeronautical,392.8,8.4
220,Liggett Group,384.8,23.9
221,IPL,381.1,0.1
222,Admiral,380.9,-3.8
223,Brunswick,379.1,6.1
224,Kayser-Roth,377.4,12.5
225,Owens Corning,376.5,14.8
226,Rohm & Haas,375.8,29.4
227,Intl. Multifoods,374.4,5.1
228,GK Technologies,373.2,28.8
229,USG,372.8,32.5
230,Polaroid,372.1,57.4
231,Archer Daniels Midland,371.6,4.4
232,Westvaco,366.3,21.4
233,AM International,360.0,19.0
234,GATX,359.6,26.7
235,Essex International,356.3,29.9
236,Timken,355.1,35.5
237,Farmland Industries,352.5,27.3
238,Scovill,352.2,12.6
239,Lorillard,349.5,31.0
240,Hygrade Food Products,346.0,1.6
241,Sunbeam/Oster,344.7,14.1
242,Fruehauf,344.3,17.2
243,ACF Industries,342.6,29.8
244,Hooker Chemical,341.5,24.2
245,"Libby, McNeill & Libby",341.1,4.2
246,Revere Copper & Brass,336.8,20.3
247,WestPoint Stevens,334.7,19.7
248,Midland-Ross,334.6,15.2
249,Castle & Cooke,333.4,10.1
250,Otis Elevator,330.9,2.2
251,A.O. Smith,330.0,9.6
252,Imcera Group,329.5,11.9
253,Land O'Lakes,328.6,7.0
254,McGraw-Hill,328.3,28.7
255,Brown Shoe,326.8,19.0
256,Union Camp,320.9,24.8
257,Grinnell,319.3,30.8
258,Paccar,318.9,15.7
259,Cudahy,316.5,2.8
260,North American Philips,316.4,12.6
261,Tecumseh Products,314.5,15.7
262,Philadelphia & Reading,311.3,23.9
263,Coltec Industries,306.7,12.0
264,Cummins,306.1,3.6
265,Westinghouse Air Brake,305.4,12.1
266,Newport News Shipbuilding,305.3,6.6
267,Norton,305.0,12.1
268,Di Giorgio,304.8,2.3
269,Jos. Schlitz Brewing,304.0,19.4
270,Abbott Laboratories,303.3,28.1
271,Crown Holdings,301.1,18.8
272,American Bakeries,297.7,4.6
273,Times Mirror,297.3,19.1
274,Flintkote,296.4,10.4
275,Inmont,291.9,13.2
276,M. Lowenstein,291.5,5.1
277,Kelsey-Hayes,290.7,9.7
278,Crucible Steel,290.1,8.6
279,Indian Head,287.8,7.7
280,Cannon Mills,287.4,13.8
281,Revlon,283.9,20.5
282,Cluett Peabody,283.9,10.9
283,USM,283.5,15.0
284,U.S. Industries,283.2,14.1
285,Evans Products,281.4,7.8
286,H.K. Porter,280.3,4.3
287,Wheeling Pittsburgh,277.4,-9.1
288,Ward Foods,276.2,6.5
289,Abex,274.8,11.3
290,Cincinnati Milacron,273.6,16.4
291,Pharmacia,273.0,30.1
292,Richardson-Vicks,269.0,25.1
293,Campbell Taggart,268.8,9.2
294,Fairchild Industries,268.7,5.4
295,Hoover,267.7,10.2
296,CBI Industries,265.2,14.6
297,Bell & Howell,263.2,11.7
298,Ex-Cell-O,263.1,17.6
299,Hammermill Paper,262.8,8.5
300,Cone Mills,262.6,6.4
301,Potlatch,262.2,12.7
302,R.R. Donnelley & Sons,261.5,22.1
303,Peabody Coal,260.8,28.1
304,US Pharmaceuticals,260.0,42.1
305,Schenley Industries,259.2,22.7
306,Dan River,256.5,7.8
307,Interlake,256.4,14.1
308,Aeroquip-Vickers,256.4,32.8
309,Bemis,256.2,7.6
310,National Gypsum,254.0,16.5
311,Texasgulf,253.1,62.1
312,Harris,250.9,14.6
313,Rohr,249.2,3.0
314,Staley Continental,247.4,6.1
315,Hershey Foods,246.7,20.9
316,Cotton Producers Association,246.5,4.9
317,Control Data,245.2,8.4
318,Stokely-Van Camp,244.8,8.3
319,Hewlett-Packard,243.4,20.1
320,Springs Industries,243.1,6.8
321,A-T-O,242.3,9.2
322,"Parke, Davis",239.2,21.0
323,Carborundum,238.2,12.7
324,Rath Packing,236.3,-2.1
325,Pennwalt Corp,236.2,13.1
326,Thiokol,235.8,3.2
327,Cutler-Hammer,234.0,8.4
328,Outboard Marine,233.4,15.2
329,Chemetron,233.3,14.9
330,Pabst Brewing,231.2,18.2
331,Stanley Works,230.9,10.6
332,Federal-Mogul,226.3,11.8
333,Whittaker,224.6,9.0
334,Amsted Industries,223.2,13.0
335,ESB,220.7,9.0
336,Hartmarx,220.5,11.8
337,Amerada Hess,218.7,58.5
338,Brown,215.2,0.8
339,Sundstrand,215.1,11.2
340,Ampex,214.7,10.3
341,Coastal,213.6,19.9
342,Cessna Aircraft,213.6,10.8
343,Thomas J. Lipton,211.1,14.2
344,CF&I Steel,210.3,6.4
345,McCall,209.6,7.4
346,Heublein,209.4,14.1
347,Fairchild Camera & Instrument,208.9,-7.7
348,Harsco,206.6,15.9
349,Allied Mills,205.7,4.0
350,Emhart,205.2,12.0
351,Champion Spark Plug,204.7,24.6
352,Joy Technologies,204.2,9.7
353,Fairmont Foods,204.1,3.9
354,McLouth Steel,203.8,10.8
355,Jonathan Logan,203.4,11.1
356,Eastern Gas & Fuel Associates,203.1,16.2
357,Simmons,202.7,6.5
358,Rockwell Manufacturing,202.3,12.5
359,Trane,200.8,11.4
360,Witco,200.3,9.5
361,Universal American,199.8,3.2
362,Anchor Hocking,199.0,10.4
363,Blaw-Knox,198.7,7.0
364,Gerber Products,197.5,15.6
365,Murphy Oil,197.5,8.2
366,Miles Laboratories,197.4,9.1
367,Square D,197.2,22.6
368,Interstate Brands,195.8,4.6
369,Howmet,195.6,14.1
370,U.S. Shoe,195.3,8.5
371,New York Times,194.3,11.3
372,Purex Industries,192.3,10.7
373,Questor,192.1,10.5
374,Kendall,191.2,9.1
375,Norris Industries,190.0,10.7
376,Household Manufacturing,189.2,10.3
377,Lone Star Industries,187.9,-3.7
378,Apogent Technologies,187.3,12.4
379,Maremont,186.5,3.3
380,Akzona,186.0,10.7
381,Koehring,185.4,8.5
382,FINA,184.9,14.0
383,American Chain & Cable,184.5,8.2
384,I-T-E Imperial,183.9,8.5
385,Sharon Steel,183.8,3.1
386,Houdaille Industries,183.4,11.3
387,Air Products & Chem.,183.4,10.9
388,Mohasco,183.3,3.6
389,National Can,182.9,6.4
390,Handy & Harman,182.5,3.5
391,Kellwood,182.1,4.8
392,Eagle-Picher Industries,179.4,8.6
393,MacMillan,179.0,14.8
394,Beaunit,178.7,0.7
395,Time Warner,178.0,7.2
396,Roper,177.9,4.2
397,Hupp,176.9,1.6
398,Commonwealth Oil Refining,175.6,15.7
399,Fieldcrest Cannon,175.3,6.9
400,Beech Aircraft,174.1,9.0
401,Grolier,173.9,7.6
402,Insilco,173.9,9.0
403,Curtiss-Wright,173.7,11.5
404,Freeport Sulphur,173.1,32.4
405,Green Giant,173.0,5.7
406,Reliance Electric,172.7,12.9
407,White Consolidated Industries,172.7,11.2
408,Stewart-Warner,171.9,10.9
409,Cyclops Industries,171.0,5.8
410,General Signal,169.5,8.5
411,Premcor,168.9,11.4
412,Black & Decker,168.6,14.8
413,Inland Container,168.1,7.1
414,Certainteed,167.2,3.0
415,Chesebrough-Pond's,165.7,14.8
416,Vulcan Materials,164.9,10.7
417,Collins & Aikman,164.5,6.2
418,Bunker Ramo,163.7,5.4
419,Cooper Industries,163.5,13.8
420,Armstrong Rubber,163.3,7.3
421,Rexnord,162.9,7.6
422,Clevite,162.7,8.3
423,U.S. Pipe & Foundry,162.5,6.0
424,Canada Dry,162.1,0.7
425,Falstaff Brewing,161.6,-0.6
426,Varian Associates,160.5,6.5
427,Bliss (E.W.),160.2,5.4
428,Bangor Punta,160.1,5.6
429,Todd Shipyards,159.0,4.6
430,Keystone Consolidated Industries,158.8,5.8
431,Warwick Electronics,158.1,0.6
432,Dean Foods,157.2,1.9
433,Becton Dickinson,157.0,12.1
434,Keebler,156.9,2.7
