rank,company,revenue ($ millions),profit ($ millions)
1,Exxon Mobil,103142.8,5650.1
2,Mobil,59510.0,3272.0
3,General Motors,57728.5,-762.5
4,Texaco,51195.8,2642.5
5,ChevronTexaco,40479.0,2401.0
6,Ford Motor,37085.5,-1543.3
7,Gulf Oil,26483.0,1407.0
8,Intl. Business Machines,26213.0,3562.0
9,Amoco,26133.1,1915.3
10,General Electric,24959.0,1514.0
11,Atlantic Richfield,23744.3,1651.4
12,Shell Oil,19830.0,1542.0
13,ITT Industries,18529.7,894.3
14,Conoco,18325.4,1026.2
15,DuPont,13652.0,716.0
16,ConocoPhillips,13376.6,1069.6
17,Tenneco Automotive,13226.0,726.0
18,Sunoco,12945.0,723.0
19,U.S. Steel,12492.1,504.5
20,Occidental Petroleum,12476.1,710.8
21,United Technologies,12324.0,393.4
22,AT&T Technologies,12032.1,693.2
23,BP America,11023.2,1811.2
24,Procter & Gamble,10772.2,642.8
25,Dow Chemical,10626.0,805.0
26,Getty Oil,10150.4,871.9
27,Union Carbide,9994.0,890.0
28,Unocal,9984.1,647.0
29,Eastman Kodak,9734.3,1153.6
30,Boeing,9426.2,600.5
31,Kraft,9411.5,383.1
32,Chrysler,9225.3,-1709.7
33,Caterpillar,8597.8,564.8
34,CBS,8514.3,402.9
35,Nabisco Group Holdings,8449.0,670.4
36,Goodyear Tire & Rubber,8444.0,230.7
37,Beatrice,8290.5,290.1
38,Xerox,8196.5,619.2
39,Marathon Oil,8179.8,379.0
40,Ashland,8118.4,205.1
41,RCA,8011.3,315.3
42,LTV,8010.0,127.9
43,Amerada Hess,7869.0,540.2
44,Citgo Petroleum,7786.3,477.5
45,Altria Group,7328.3,576.8
46,Rockwell Automation,6906.5,280.2
47,Bethlehem Steel,6743.0,121.0
48,Monsanto,6573.6,148.8
49,Navistar International,6311.8,-397.3
50,Esmark,6108.4,471.8
51,Sealed Air,6101.3,283.8
52,3M,6079.5,678.0
53,McDonnell Douglas,6066.3,144.6
54,PepsiCo,5975.2,274.0
55,General Foods,5959.6,255.8
56,Coca-Cola,5912.6,422.1
57,Gulf & Western Industries,5782.8,255.3
58,ARMCO,5678.0,265.3
59,Honeywell Intl.,5519.0,289.0
60,Deere,5469.8,228.3
61,Lockheed Martin,5395.7,27.6
62,Sara Lee,5342.9,127.7
63,Alcoa,5147.6,469.9
64,Colgate-Palmolive,5130.5,173.2
65,Continental Group,5119.5,224.8
66,Coastal,5089.9,109.5
67,International Paper,5042.9,314.0
68,Georgia-Pacific,5016.0,244.0
69,Raytheon,5002.1,282.3
70,TRW,4984.0,211.9
71,Honeywell,4924.7,293.5
72,Ralston Purina,4886.0,163.0
73,Firestone Tire & Rubber,4850.5,-105.9
74,Johnson & Johnson,4837.4,400.7
75,Union Pacific,4831.7,404.5
76,American Can,4812.2,85.7
77,Sperry,4785.4,277.1
78,Greyhound,4766.1,118.3
79,General Dynamics,4742.7,195.0
80,Farmland Industries,4725.1,N.A.
81,Iowa Beef Processors,4639.5,53.2
82,Borden Chemical,4595.8,147.9
83,Weyerhaeuser,4535.8,278.0
84,Charter,4518.1,50.2
85,Signal Companies,4285.3,167.7
86,Fortune Brands,4276.5,405.5
87,Bendix,4270.4,191.6
88,Litton Industries,4246.5,290.8
89,General Mills,4170.3,170.0
90,Whitman,4141.6,120.7
91,Bestfoods,4120.3,197.4
92,Texas Instruments,4074.7,212.2
93,Dresser Industries,4016.3,261.1
94,CBS,3962.9,193.0
95,Owens-Illinois,3905.7,149.4
96,Wyeth,3798.5,445.9
97,Chiquita Brands Intl.,3762.6,31.1
98,Republic Steel,3760.0,51.0
99,Champion International,3752.7,147.1
100,National Intergroup,3706.7,83.8
101,Reynolds Metals,3653.2,180.3
102,Textron,3637.5,86.1
103,FMC,3482.2,142.7
104,Warner-Lambert,3479.2,192.7
105,Kerr-McGee,3477.9,182.2
106,American Cyanamid,3453.9,159.2
107,Celanese,3348.0,122.0
108,NCR,3322.4,254.7
109,Land O'Lakes,3303.7,N.A.
110,Anheuser-Busch,3295.4,171.8
111,McDermott,3282.5,88.4
112,Ryerson Tull,3255.9,29.7
113,Carnation,3236.2,154.7
114,Kaisertech,3222.1,247.6
115,Eaton,3176.5,115.8
116,PPG Industries,3158.4,209.2
117,Bristol-Myers Squibb,3158.3,270.6
118,Combustion Engineering,3146.5,116.7
119,Maxus Energy,3143.0,201.2
120,Hewlett-Packard,3099.0,269.0
121,Motorola,3098.8,186.1
122,Goodrich,3079.6,61.7
123,Crown Zellerbach,3069.8,97.4
124,Emerson Electric,3066.8,237.7
125,Pillsbury,3032.0,104.7
126,Pfizer,3029.3,254.8
127,OfficeMax,3018.9,148.8
128,Standard Brands,3018.5,104.4
129,Ingersoll-Rand,2971.0,160.3
130,Norton Simon,2959.1,124.7
131,AMAX,2949.2,470.4
132,Teledyne,2926.4,343.8
133,H.J. Heinz,2924.8,142.9
134,Burlington Industries Equity,2900.6,81.3
135,Time Warner,2881.8,141.2
136,Fruit of the Loom,2876.4,155.4
137,Unisys,2857.2,82.0
138,Levi Strauss,2840.8,223.7
139,Archer Daniels Midland,2802.0,116.0
140,Singer,2786.6,38.1
141,Control Data,2765.6,150.6
142,Merck,2734.0,415.4
143,St. Regis,2714.2,170.5
144,Mead,2707.2,128.6
145,American Standard,2673.6,156.9
146,BorgWarner,2673.3,126.1
147,Agway,2658.6,N.A.
148,North American Philips,2658.4,74.5
149,Martin Marietta,2619.3,188.1
150,Kimberly-Clark,2600.3,181.8
151,Avon Products,2569.1,241.3
152,Nabisco Brands,2568.7,127.8
153,Campbell Soup,2560.6,121.7
154,Eli Lilly,2558.6,342.0
155,American Motors,2552.6,-197.5
156,Kidde,2539.3,87.4
157,Dana,2524.0,95.7
158,Hercules,2485.2,114.0
159,Pennzoil,2483.0,308.5
160,Quaker Oats,2405.2,96.4
161,Tosco,2387.2,46.1
162,Digital Equipment,2368.0,249.9
163,Gillette,2315.3,124.0
164,Uniroyal,2299.5,-7.8
165,Owens Corning,2285.1,54.3
166,Manville,2266.8,80.6
167,McGraw-Edison,2263.6,51.0
168,American Broadcasting,2256.2,146.3
169,Kennecott,2255.8,192.3
170,Whirlpool,2243.2,101.7
171,GenCorp,2215.2,40.8
172,Revlon,2203.3,192.4
173,Gould,2199.9,72.5
174,Ogden,2187.3,58.2
175,Coltec Industries,2165.6,97.8
176,Kellogg,2150.9,184.8
177,NL Industries,2117.6,167.7
178,FINA,2098.5,104.3
179,Scott Paper,2083.2,133.5
180,Fruehauf,2081.7,32.2
181,Williams,2072.7,138.7
182,Allis-Chalmers,2063.9,48.2
183,Warner Communications,2059.4,137.1
184,White Consolidated Industries,2057.3,57.0
185,Abbott Laboratories,2038.2,214.4
186,Furniture Brands Intl.,2024.3,106.7
187,Penn Central,2013.7,93.6
188,Murphy Oil,1966.7,150.5
189,Walter Industries,1966.6,84.2
190,Koppers,1929.2,55.0
191,J.P. Stevens,1916.0,20.3
192,Safety-Kleen,1892.4,53.9
193,Gold Kist Holdings,1881.6,N.A.
194,Times Mirror,1857.3,139.2
195,Olin,1852.9,33.9
196,Squibb,1845.8,127.4
197,Cooper Industries,1842.2,146.7
198,Marmon Group,1829.3,80.9
199,Asarco,1817.0,237.3
200,Emhart,1802.9,67.0
201,Imcera Group,1789.6,145.9
202,Oscar Mayer,1774.3,20.4
203,US Pharmaceuticals,1771.9,308.0
204,Mapco,1769.7,122.3
205,Quantum Chemical,1764.7,103.3
206,Pharmacia,1760.6,170.4
207,Central Soya,1744.4,34.8
208,Ethyl,1740.6,89.7
209,Schering-Plough,1740.4,239.3
