rank,company,revenue ($ millions),profit ($ millions)
1,General Motors,123780.1,-4452.8
2,Exxon Mobil,103242.0,5600.0
3,Ford Motor,88962.8,-2258.0
4,Intl. Business Machines,65394.0,-2827.0
5,General Electric,60236.0,2636.0
6,Mobil,56910.0,1920.0
7,Altria Group,48109.0,3006.0
8,DuPont,38031.0,1403.0
9,Texaco,37551.0,1294.0
10,ChevronTexaco,36795.0,1293.0
11,Chrysler,29370.0,-795.0
12,Boeing,29314.0,1567.0
13,Procter & Gamble,27406.0,1773.0
14,Amoco,25604.0,1484.0
15,Shell Oil,22201.0,20.0
16,United Technologies,21262.0,-1021.0
17,PepsiCo,19771.2,1080.2
18,Eastman Kodak,19649.0,17.0
19,ConAgra Foods,19504.7,311.2
20,Dow Chemical,19305.0,942.0
21,McDonnell Douglas,18718.0,423.0
22,Xerox,17830.0,454.0
23,Atlantic Richfield,17683.0,709.0
24,Marathon Oil,17163.0,-578.0
25,Nabisco Group Holdings,14989.0,368.0
26,Hewlett-Packard,14541.0,755.0
27,Tenneco Automotive,14035.0,-732.0
28,Digital Equipment,14024.2,-617.4
29,3M,13340.0,1154.0
30,ConocoPhillips,13216.0,258.0
31,CBS,12794.0,-1086.0
32,International Paper,12703.0,184.0
33,Sara Lee,12456.3,535.0
34,Johnson & Johnson,12447.0,1461.0
35,Rockwell Automation,12027.9,600.5
36,Honeywell Intl.,11882.0,-273.0
37,Coca-Cola,11571.6,1618.0
38,Georgia-Pacific,11524.0,-142.0
39,Motorola,11341.0,454.0
40,Bristol-Myers Squibb,11298.0,2056.0
41,Goodyear Tire & Rubber,11046.1,96.6
42,Anheuser-Busch,10996.3,939.8
43,Occidental Petroleum,10304.8,459.9
44,Sunoco,10246.0,-387.0
45,Caterpillar,10182.0,-404.0
46,Alcoa,9981.2,62.7
47,Lockheed Martin,9809.0,308.0
48,Unocal,9780.0,73.0
49,Coastal,9602.8,96.3
50,General Dynamics,9548.0,505.0
51,Raytheon,9355.5,591.8
52,Ashland,9322.4,145.0
53,Monsanto,8929.0,296.0
54,Citgo Petroleum,8921.9,135.7
55,Baxter International,8921.0,591.0
56,Unilever U.S.,8855.1,N.A.
57,Merck,8765.2,2121.7
58,Weyerhaeuser,8724.8,-161.9
59,Unisys,8696.1,-1393.3
60,Archer Daniels Midland,8567.7,466.7
61,Fortune Brands,8379.0,806.1
62,TRW,7913.0,-140.0
63,Textron,7840.1,299.5
64,Emerson Electric,7427.0,631.9
65,Ralston Purina,7394.2,391.9
66,Union Carbide,7346.0,-28.0
67,Borden Chemical,7235.1,294.9
68,General Mills,7153.2,472.7
69,Pfizer,7143.8,722.1
70,Hanson Industries NA,7103.7,660.2
71,Wyeth,7102.8,1375.3
72,Deere,7055.2,-20.2
73,Sealed Air,6949.1,218.6
74,Abbott Laboratories,6921.7,1088.7
75,Hoechst Celanese,6856.0,172.0
76,Kimberly-Clark,6830.0,508.3
77,Texas Instruments,6812.0,-409.0
78,Whirlpool,6770.0,170.0
79,H.J. Heinz,6682.1,568.0
80,Amerada Hess,6416.3,84.3
81,Apple Computer,6308.8,309.8
82,Campbell Soup,6230.1,401.5
83,Honeywell,6220.9,331.1
84,Bestfoods,6200.0,372.7
85,Bayer Corporation,6197.4,101.0
86,Cooper Industries,6162.6,393.2
87,LTV,6117.3,74.1
88,Martin Marietta,6102.1,313.1
89,Quaker Oats,6101.2,205.8
90,Colgate-Palmolive,6093.7,124.9
91,North American Philips,6064.6,8.1
92,Kellogg,5786.6,606.0
